dialogue,emotion
 It ’ s all so interesting . I ’ ll have to find more information about it on the internet . Or perhaps I should try and attend your geography class . ,joy
"I'm sorry , I'm having a little trouble understanding your accent . ",sadness
" Really ? You must like tango , right ? ",other
" Oh , it's really beautiful , but I just can't dance it well . ",joy
 Don't be so modest . I'm sure you can dance it very well . Let's dance it now . ,joy
 OK . I'll have a try . ,joy
" Oh , you dance it so well . ",joy
 Thank you for your compliment . ,joy
 I think I'm your lucky fellow . ,joy
I'll always remember my college days . ,joy
" It was one of the best times in my life . It was tough , but I made it . I became a college graduate . ",joy
" it was a round day for me . My family attend the graduation ceremony . I was so nervous . I couldn't find my cap and gown , but all worked out in the end . ",joy
" it was also a proud day for me , but I also felt like a kind of loss that day . ",sadness
 how could it be ? ,other
" I had one , but I didn't like the job very much . I wanted to attend graduate school , but I was afraid it would be too tough . ",sadness
"Ashley , what a great dinner party ! ",joy
" Thank you , Joe . What would you like to drink with your meal ? I can offer you wine , mango juice , or water . ",joy
 Just water would be fine . ,joy
 Excellent choice . Can I dish you up some chicken ? ,joy
" Yes , the chicken looks wonderful ! ",joy
 How about some salad to go with your chicken ? ,joy
" Sure , I love salad ! ",joy
 Would you like to have rice with your chicken ? ,joy
" Yes , I think that rice will go perfectly with my chicken ! ",joy
" Good ! Julie , if you could pass this plate down to Joe , I think we are all set . ",joy
 Really ? That's a straws in the wind . ,other
My uncle gave me this bicycle as a birthday present . Look ! ,joy
 So cool ! Can I get a load of it ? ,joy
I love your bracelet . When did you get it ? ,joy
" I got it a while ago , but I haven't worn it much . You really like it ? ",joy
 But you're ready for everything else ? ,joy
 Akha . ,joy
"Hello , Jane ! ",joy
" Hi , Tom . How have you been ? ",joy
" Pretty good . Actually , I'm quite busy with work . By the way , say ' hello ' to your husband . ",joy
 The World Cup ! The first match is today ! It ’ s Mexico vs . South Africa ! It ’ s going to be a really good match ! Both teams have a very strong offense and have skilled players . I think that South Africa ,joy
 I have no idea what you ’ re talking about . The only sporting event we watch at home is the Super Bowl . ,other
" Are you kidding ? Over seven hundred million people watched the final match of the World Cup ! It ’ s a very exciting and nerve wracking sport ! Each nation is cheering on their team , hoping they will bec ",other
" All I know about soccer is that you can ’ t use your hands and that players are always falling down , trying to get a free kick or penalty kick . It seems like a sissy sport to me ! ",other
 You ? Play badminton ? That's unbelievable ! You are shorter than a racket . ,other
" If you are free , maybe you can get having for my birthday party , it should be fun . ",joy
" Sounds great , i ' d very much like having something thanks , when ? ",joy
 Around six pm . ,joy
 Do you need help setting up or anything ? I don't mind . I like to do that kind of thing . It's fun and I have a good eye for decorating . ,joy
" No . thank you . I can handle it , but thanks for the offer . ",joy
" Ok , I will see you again . ",joy
" Great . I have a good day , thanks again for the offer . ",joy
" Of course , what can I do for you ? ",joy
" Well , I hate to have to say this , but I'm not happy with my room . ",other
" Oh , what exactly is problem ? ",other
Hello ! Let me introduce myself . My name is Nancy . ,joy
" Nice to meet you , I'am Seven . I don't think I ' Ve seen you around before . ",joy
" Really ? I don't believe I would met him , is he here now ? ",other
" Thanks , that's would be lovely . You'r right , he is kind and nice looking . ",joy
" Yes , great ! ",joy
" Yes , she is my favorite girl . I've decided to go steady with her . ",joy
" Sure . She is the ideal girl , the one I had dreamed of . ",joy
" She is the mature , stable , feminine type . I hope one day I can marry her . ",joy
" Oh , that's great . You're serious this time . ",joy
"You're right--Italian ! Ha ! Ha ! I was trying to trick you , but you didn't fall for it ! ",joy
" I almost did ! Actually , I don't know that much about coffee , even though I sell it . ",joy
 I know your feeling . Take it easy and say something to me if you like . ,joy
" Oh , buddy , you are so kind . Thank you ! ",joy
 Not at all ! ,joy
Thanks for your help . ,joy
" No problem , anytime . ",joy
 Let me know if I can do anything for you . ,joy
" Okay , thank you . ",joy
" Good idea . We should also hold a series of presentations . We could have presentations on the history of the university , the courses we offer , and our links with other universities . ",joy
 Good idea ! I think we could also have presentations by former students on how their experience here helped them in their lives . ,joy
 We could have another on the successes of graduates from here . ,joy
" I think that we could also produce some merchandise for the centenary-you know , T-shirts , mugs , plates , pens , and things like that . ",joy
" That ’ s an excellent idea . Hopefully , we would be able to make a profit ! A few professors and students are writing a book on the history of the university . ",joy
 I ’ m looking forward to reading that . We could have book signings by famous professors an alumni . ,joy
 A group of students from the art and music faculty are producing a short film . ,joy
" I ’ m sure that will be very popular .. OK , let ’ s think about how we can put these ideas into practice . ",joy
Your knowledge of English is really surprising . ,other
" Oh , it's nothing to speak of . ",joy
" No , seriously . I'm impressed . ",joy
 Thank you . I appreciate the compliment . ,joy
 I'm fine . Thank you . ,joy
" Nice to meet you , John . ",joy
" It ’ s a pleasure to meet you , Miss Green . ",joy
 That would be a definite bonus . ,joy
 How can we do that ? ,joy
 That sounds great . Thanks . ,joy
"Hoo , I'm getting tired , Jeanine , been a long day . ",joy
" I'm not quitting yet . You know my favourite slogan , don't you ? ",joy
" Yeah , I know . Shop till you drop . ",joy
 Right ! ,joy
 I'm getting a little short on cash . Let's just window shop a little . ,joy
 Ok . ,joy
" Hey , Jeanine , get a load of that . It's beautiful . ",joy
" Ahahah , and I thought you were tired . ",joy
 You know .. I have a weakness for long dresses . ,joy
" It sure looks special , looks expensive too . ",joy
" Sure does . Hey , can I sponge a little cash of you ? ",joy
" Don't worry , Mary , I've got you covered . ",joy
" Thanks , Jeanine , you are a real pal . Let's go in . ",joy
 Good luck ! ,joy
 We can hold them until one day before the show . ,joy
" All right , thank you very much . Good bye . ",joy
 You are welcome . Goodbye . ,joy
" I have already known that . I didn't get the scholarship , right ? ",sadness
 Can you help me ? You know I do need the scholarship . ,sadness
" Really ? Well , anyway , they pointed their guns at him and said , you know , keep calm and drive out . ... we don't want to hurt you ... we just want your car . ",other
" You speak good English , though . ",joy
" Thanks , but I speak English with a strong German accent . ",joy
 Ah ? Really ? That stinks ! ,other
 Haha . April Fool's ! Did you forget what day it is today ? ,joy
" That's pretty good . By the way , what are you doing next Saturday ? ",joy
" I am having a party Saturday night at my house . If you have time , you should come . ",joy
 That sounds like fun . ,joy
 Great . I'll see you on Saturday . ,joy
 Ok . See you later . ,joy
Thanks a lot for having us . We had a good time . ,joy
 I'm glad you came . You're welcome anytime . ,joy
" Thanks . By the way , tell your wife she throws a great party . ",joy
 I will . See you later . ,joy
"Mike , these flowers are just gorgeous . ",joy
 I ’ m glad you like them . Happy birthday ! ,joy
 I can ’ t thank you enough . I ’ m really touched . I don ’ t know what to say . ,joy
 Forget it . It ’ s my pleasure . You mean a lot to me . ,joy
 You ’ re the best ! ,joy
Shall we sing with a karaoke ? ,joy
 Great idea ! I do it every so often . ,joy
" For us , karaoke is becoming a popular entertainment . ",joy
" Yep . If you are a good singer , your audience will feel comfortable , right ? ",joy
" I can not agree with you more . And if you are an awful one , that will be funny . ",joy
 I remembered Tom is always out of tune . We burst into laughter . ,joy
 Is that true ? Shall we invite him to join with us ? ,joy
 So tricky ! ,joy
I'm afraid I can't complete my paper on time . ,sadness
 I keep on meeting with difficulties in the experiment . I can hardly go on . ,sadness
" Oh , really ? No wonder that she looks quite depressed recently . ",other
 That is fine . ,joy
" Oh , really ? I went to China last winter ! ",other
 Oh ! That sounds great ! How about six o'clock ? ,joy
Do you want to go out for dinner tonight ? ,joy
 Sure . Have you got anywhere in mind ? ,joy
" I'm starving , so maybe we could go somewhere with large portions . ",joy
 That Italian restaurant in the city centre always has large portions . Do you want to go there ? ,joy
" I'm not really in the mood for Italian , actually . I was thinking of something a bit spicy . ",joy
" If you want spicy food , then I'd recommend going to a Thai , Indian or Chinese restaurant . How about that Chinese buffet on Cowley Road ? ",joy
" I really like that restaurant ; you get a lot for your money there . But , they've westernized their food , so it's not actually that spicy . ",joy
